age,no_of_respondents
82,301888
93,320000
84,325000
89,333000
84,339000
98,340000
103,360000
90,370000
93,371000
99,380000
103,380000
96,406000
116,410000
103,410000
103,420000
92,420000
96,431888
103,435000
92,435000
109,443000
104,448000
90,450000
101,495000
122,425000
134,470000
120,535000
121,540000
110,623000
110,680000
110,693888
134,470000
156,625000
152,650000
145,720000
148,720000
31,190000
59,262000
65,270000
60,280000
66,290000
67,290000
63,298888
58,305000
67,310000
65,313000
65,315000
65,315000
65,318000
65,320000
67,333000
65,335000
76,342500
59,343000
65,350000
72,350000
63,350000
74,368888
63,370000
59,388000
76,396888
82,415000
60,423000
60,430000
81,438000
69,560000
62,570000
69,577000
68,595000
82,390000
88,435000
91,465000
81,465000
91,510000
88,525000
100,560000
99,565000
100,580000
90,590000
103,599000
100,605000
100,612000
107,618000
107,660000
118,688000
100,725000
100,740000
90,750000
90,760000
95,760000
94,780000
94,780000
90,800000
100,808808
95,870000
119,635000
117,645000
119,650000
116,660000
129,680000
110,720000
122,730000
115,768000
110,836000
115,920000
132,933000
73,255000
64,265000
73,277000
73,278000
73,280000
73,285000
73,290000
73,295000
84,318000
90,325000
94,326000
103,335000
103,338800
104,345000
104,345000
104,345000
103,352000
104,354000
103,355000
103,358000
103,360000
90,360000
102,362000
103,375000
102,382500
93,388000
93,395000
101,400000
90,410000
93,413000
100,415000
91,420000
93,435000
93,436888
93,448888
101,510000
94,540000
118,393888
110,395000
119,400000
110,400000
110,423888
122,430000
111,440000
120,450000
110,456000
121,473388
110,480000
122,483000
123,510000
110,530000
123,535000
120,550000
110,560000
112,655000
145,520000
130,548000
141,565000
130,585000
146,595000
142,600000
140,625000
144,655000
63,390000
104,610000
104,706000
52,295000
58,340000
56,360000
74,385000
60,428000
60,432000
59,445800
85,483000
109,600000
82,700000
95,835000
93,900888
95,920000
107,950000
106,950000
107,960000
105,976000
107,1000000
46,240000
46,250000
74,250000
67,260000
69,298000
67,310000
104,308000
104,318000
104,320000
104,322000
104,325000
103,325000
104,330000
103,330000
104,330000
85,332000
90,333000
106,335000
90,335000
107,340000
104,344000
101,355000
90,355000
108,357000
106,358000
113,362000
104,365000
104,368888
108,372000
106,375000
107,375000
106,376000
92,380000
92,380000
104,385000
100,387500
92,396500
92,398888
108,399000
108,418000
113,430000
110,350000
119,350000
121,358000
122,362000
116,365000
110,365000
126,380000
110,400000
123,400000
127,410000
121,416000
124,420000
128,420000
125,430000
120,430888
126,450000
124,460000
120,463000
127,485000
123,572000
142,460000
125,475000
141,496888
142,500000
147,505000
142,508000
146,520000
152,540000
141,545000
146,545000
143,545000
143,555000
144,555000
143,590000
74,250000
68,260000
68,263800
68,268000
67,285000
68,300000
67,305000
67,306888
67,310288
67,318000
74,328000
67,337000
61,345000
61,355000
67,373000
67,380000
82,380000
82,425000
81,429888
82,450888
75,538000
91,428000
92,435000
92,470000
91,490000
92,493888
92,564500
92,565000
91,580000
100,650000
91,668888
96,683000
90,698000
90,700000
100,710000
96,717000
97,910000
92,470000
119,618000
125,635000
110,718000
150,770000
149,772000
147,830000
46,218000
50,225000
61,215000
56,221888
60,232000
58,235000
57,235000
58,235000
52,235000
56,243000
55,248000
60,250000
59,250000
59,250000
59,255000
60,260000
60,268000
60,270000
61,270000
59,270000
59,280000
65,290000
66,293388
63,295000
67,300000
64,300000
67,330000
67,370000
68,420000
81,428000
60,435000
82,443000
82,502000
83.1,325000
89,325000
84,332000
90,370000
84,370000
84,378000
88,380000
84,390000
104,441000
91,460000
104,468000
94,480000
92,485000
91,488000
99,512888
104,580000
95,635000
95,660000
104,468000
122,512000
121,575000
121,622000
118,740000
123,752000
113,777000
113,780000
139,970000
146,655000
146,780000
149,850000
47,235000
59,250000
64,264000
59,280000
73,283000
67,283000
74,290000
74,292000
69,292000
67,298000
73,300000
74,300000
74,308000
74,308000
67,308000
74,360000
90,303000
84,323000
91,330000
93,335000
85,338000
84,338000
103,348000
100,348000
91,350000
84,351000
84,354000
90,355000
84,356000
101,359000
91,360000
93,362000
104,363000
90,365000
98,369000
91,370000
100,370000
101,373000
92,375000
103,380000
104,390000
104,405000
105,408000
115,408000
104,408000
100,410000
104,415800
101,418000
104,440000
104,445000
105,450000
101,452000
101,453000
103,515000
110,380000
110,400000
121,412000
110,435300
121,439000
110,440000
120,450000
110,455000
121,462000
121,465000
117,465000
117,468000
123,470000
121,478888
120,485000
115,488000
121,490000
121,495000
120,496000
126,517000
120,520000
115,520000
120,525000
123,540000
124,550000
121,560000
125,580000
132,605000
132,605000
122,618000
144,648888
117,650000
133,718000
117,468000
137,540000
137,580000
137,588000
148,618000
151,620000
149,660000
147,680000
148,715000
145,732000
146,780000
138,798888
150,890000
74,260000
68,265000
71,267000
67,270000
67,275000
72,275000
74,275000
67,280000
68,280000
68,288000
67,313000
68,315000
81,320000
68,320000
74,321000
83,315000
100,345000
97,360000
105,380000
87,392500
94,415000
98,420000
87,440000
87,465000
92,468000
101,499000
101,500000
100,504000
104,550000
92,468000
104,350000
121,426000
121,470000
123,510000
121,520000
117,523888
140,550000
123,628888
123,670000
121,680000
149,688000
149,697000
144,760000
144,806000
48,210000
59,200000
59,220000
66,220000
72,220000
59,225000
67,230000
65,238000
65,238000
65,240000
73,243000
59,250000
65,255000
68,260000
76,263888
67,265000
78,272000
64,275000
73,275000
73,275000
73,278000
73,280000
73,280000
67,282000
74,285000
73,303000
74,303000
103,315000
105,315000
108,318000
91,320000
105,320000
90,325000
103,325000
106,330000
104,330000
104,330000
103,330000
85,333000
90,338000
95,338000
107,338000
104,338000
104,338000
90,338000
108,340000
104,340000
103,345000
90,345000
106,345000
106,345000
103,348000
94,350000
102,358000
94,360000
104,360000
107,360000
90,362000
91,363888
90,368000
104,368000
91,368888
103,370000
104,380000
100,380000
86,385000
86,386000
85,388000
102,390000
92,390000
94,400000
91,408000
102,410000
103,410000
87,410000
94,410000
104,415000
102,420000
91,425000
94,426000
94,427000
102,430000
107,438000
94,445000
95,445000
94,453000
94,460000
94,468000
99,470000
106,475000
94,468000
99,470000
111,360000
121,380000
122,380000
111,384000
112,385000
110,385000
127,388000
123,399000
111,400000
122,400000
110,405000
113,405000
126,418000
110,430000
112,430000
110,438000
110,438000
110,440000
110,443888
110,448000
110,450000
110,455000
111,460000
110,465000
111,465000
112,468000
110,470000
110,470000
115,471000
115,475000
114,475000
110,475888
121,478000
139,480000
110,483000
110,485000
115,490000
114,490000
110,492000
114,495000
110,495000
123,495000
118,498000
110,500000
110,505000
121,508000
110,510000
111,520000
110,522000
118,523000
110,538000
114,545000
114,550000
115,618000
112,468000
126,430000
151,530000
148,563000
148,580000
139,580000
130,590000
130,592000
130,618000
139,620000
131,640000
132,641000
48,250000
59,230000
59,239000
65,252000
65,260000
59,262000
66,268000
65,268000
65,270000
59,275000
65,275000
66,280000
65,280000
66,280000
65,294888
65,298000
63,308000
65,312000
60,314000
68,320000
65,320000
65,329000
68,335000
70,340000
65,345000
67,345000
68,349000
63,350000
66,359000
68,367777
69,370000
74,395000
68,400000
68,415000
71,438000
91,330000
91,410000
83,450000
84,450000
93,478000
88,485000
76,500000
108,525000
104,535000
89,580000
102,580000
90,615000
90,630000
92,680000
95,778000
95,842000
94,846000
120,595000
105,606000
120,615000
105,630000
118,645000
118,665000
135,680000
127,760000
109,808000
110,808000
123,818000
119,920000
150,777000
140,850000
150,855000
65,380000
65,394000
65,415000
65,418000
76,530000
88,560000
82,585000
120,860000
120,878000
66,255000
105,363000
103,368000
104,370000
104,370000
106,380000
116,383000
105,385000
106,390000
94,390000
106,390000
104,395000
105,400000
106,405000
106,408000
106,409000
103,426000
104,430000
112,431000
103,438000
106,438000
104,445000
113,469000
113,469000
126,400000
128,425000
126,428000
125,437500
122,445000
128,455000
127,460000
122,465000
126,475000
124,490000
123,492000
121,495000
134,500000
124,500000
123,535000
147,520000
147,550000
148,560000
147,575000
144,580000
149,602888
154,609999
146,640000
149,670000
146,678000
156,690000
146,768000
50,260000
50,265000
69,350000
70,355000
69,365000
73,365000
69,380000
90,350000
92,350000
91,360000
85,365000
90,365000
85,375000
90,376000
93,380000
90,385000
94,388000
93,398000
93,400000
92,400000
92,403000
93,408000
93,415000
93,415888
94,420000
92,420000
94,420000
93,423000
93,425000
93,425000
95,430000
92,430000
92,432000
92,435000
93,435000
93,435000
95,436888
94,438000
93,438000
93,440000
93,440000
93,441000
95,443000
95,445000
95,445000
93,445000
93,446000
93,448000
94,450000
93,450000
95,455000
95,455000
95,455000
93,458888
92,458888
93,460000
93,465000
93,468000
94,473000
93,475000
96,480000
97,480000
95,482000
93,490000
96,500000
92,505000
97,505000
96,505000
93,510000
97,510000
96,510000
94,510000
97,510000
96,515000
97,518000
97,520000
96,530000
99,550000
93,550000
93,468000
111,380000
112,380000
114,381000
110,390000
111,395000
110,395000
110,395000
110,397000
110,397500
110,398000
110,400000
110,400000
111,405000
110,405000
110,410000
110,410000
110,410000
110,415000
110,415000
110,415000
110,420000
110,425000
110,430000
110,430000
110,430000
110,432000
110,433000
110,438000
110,440000
110,440000
110,441000
110,445000
110,447000
110,448000
110,450000
110,452500
110,455000
110,455000
110,455000
110,472000
110,474000
113,502000
113,510000
113,550000
112,600000
114,608000
111,608700
115,620000
116,655000
116,688800
113,708000
128,545000
130,556000
128,580000
43,220000
46,225000
48,235000
60,270000
76,283000
59,295000
58,305000
58,305000
69,310000
59,320000
65,336000
67,350000
65,370000
65,380000
65,383000
76,410000
65,410000
65,415000
73,417288
70,500000
63,590000
82,518800
87,560000
88,565000
88,580000
105,583000
95,591000
92,595000
85,618000
108,620000
88,662800
85,680888
96,720000
90,720000
87,730000
88,738000
90,738000
92,750000
87,750000
98,770000
90,805000
104,806888
93,848000
117,590000
119,700000
110,735000
123,808000
113,918000
117,975000
114,1028000
90,305000
85,310000
90,310000
87,310888
90,315000
91,315000
91,325000
91,328000
90,328000
86,330000
91,335000
91,338000
94,340000
90,340000
95,343888
90,345000
85,350000
90,352000
90,356000
101,360000
93,375000
95,380000
101,380000
110,333000
110,340000
123,368000
110,370000
121,375000
110,375000
118,380000
110,382000
110,385000
116,398000
118,400000
110,400000
110,422000
111,425000
120,455000
123,462000
110,463000
113,465000
111,470000
113,488000
130,428000
137,465000
130,468000
130,498000
130,510000
130,516800
130,468000
50,278000
68,300000
68,320000
67,332000
69,365000
69,365000
85,315000
85,320000
86,320000
90,325000
91,330000
90,335000
92,338000
92,340000
94,340000
92,342000
96,350000
96,352000
90,355000
90,360000
92,360000
90,360000
90,360000
90,365000
92,365000
100,368000
93,370000
100,370000
90,375000
90,380000
90,380000
92,382000
90,383888
90,385000
92,396000
95,412000
95,415000
93,415000
94,420000
93,420000
93,423999
92,425000
92,425000
96,425000
96,425000
93,430000
102,430000
94,430000
94,435000
94,439888
90,440000
93,445000
96,450000
94,450000
98,451000
98,452888
94,453000
95,455000
90,455000
90,458000
90,460000
92,465000
90,470000
90,470000
90,475000
91,478000
92,498000
90,503000
90,508000
93,515000
90,522888
90,528000
92,560000
90,470000
90,470000
115,350000
110,365000
110,375000
111,380000
110,380000
109,383888
111,390000
115,390000
121,393000
111,395000
110,400000
110,400000
115,415000
116,415000
111,418000
110,420000
122,420000
110,425000
110,426000
